DS_TO_MF_execute_ls,ALPHAPR
POST.LOCAL.16.COPYING.DAILY.REPORTS.HOLD,POST.LOCAL.18.MB4.SAP.SEL.AFTER.COB.TS
POST.LOCAL.16.COPYING.DAILY.REPORTS.HOLD,POST.LOCAL.19.MB4.B.SAVE.EBANK.TS
POST.LOCAL.16.COPYING.DAILY.REPORTS.HOLD,POST.LOCAL.24.STATEMENTS.TXT.FILES.COMPANIES
POST.LOCAL.16.COPYING.DAILY.REPORTS.HOLD,POST.LOCAL.25.CREATE.MONEY.LAUNDERING.REPORT
POST.LOCAL.16.COPYING.DAILY.REPORTS.HOLD,POST.LOCAL.32.FC.STATEMENTS.BANKS
POST.LOCAL.16.COPYING.DAILY.REPORTS.HOLD,POST.LOCAL.45.PREPARE.USER.CHANGES
POST.LOCAL.16.COPYING.DAILY.REPORTS.HOLD,POST.LOCAL.18.1.MB7.B.CUS.LOP.UPDATE
POST.LOCAL.17.MB4.B.UPDATE.WARNING.CUSTOMER,FL.POST.LOCAL.17.MB4.B.UPDATE.WARNING.CUSTOMER.CHECK
FL.POST.LOCAL.17.MB4.B.UPDATE.WARNING.CUSTOMER.CHECK,POST.LOCAL.18.MB4.SAP.SEL.AFTER.COB.TS
POST.LOCAL.18.MB4.SAP.SEL.AFTER.COB.TS,FL.POST.LOCAL.18.MB4.SAP.SEL.AFTER.COB.TS.CHECK
FL.POST.LOCAL.17.MB4.B.UPDATE.WARNING.CUSTOMER.CHECK,POST.LOCAL.19.MB4.B.SAVE.EBANK.TS
POST.LOCAL.19.MB4.B.SAVE.EBANK.TS,FL.POST.LOCAL.19.MB4.B.SAVE.EBANK.TS
FL.POST.LOCAL.18.1.MB7.B.CUS.LOP.UPDATE,POST.LOCAL.19.MB4.B.SAVE.EBANK.TS
POST.LOCAL.2.JOBS.DSP.BATCH.TIMES,POST.LOCAL.3.T24.EBS.UC4.CURRENCY.2
ST.T24.START.TSM.CHECK,POST.LOCAL.2.JOBS.DSP.BATCH.TIMES
FL.POST.LOCAL.19.MB4.B.SAVE.EBANK.TS,POST.LOCAL.20.MB4.B.PD.TUZ.NEW
FL.POST.LOCAL.18.MB4.SAP.SEL.AFTER.COB.TS.CHECK,POST.LOCAL.20.MB4.B.PD.TUZ.NEW
POST.LOCAL.20.MB4.B.PD.TUZ.NEW,FL.POST.LOCAL.20.MB4.B.PD.TUZ.NEW.CHECK
FL.POST.LOCAL.20.MB4.B.PD.TUZ.NEW.CHECK,POST.LOCAL.21.MB4.B.COLL.RIGHT.DAT.LIKVID
POST.LOCAL.21.MB4.B.COLL.RIGHT.DAT.LIKVID,FL.POST.LOCAL.21.MB4.B.COLL.RIGHT.DAT.LIKVID.CHECK
FL.POST.LOCAL.21.MB4.B.COLL.RIGHT.DAT.LIKVID.CHECK,POST.LOCAL.22.SC.CORPORATE.ACTIONS
POST.LOCAL.22.SC.CORPORATE.ACTIONS,FL.POST.LOCAL.22.SC.CORPORATE.ACTIONS.CHECK
FL.POST.LOCAL.18.MB4.SAP.SEL.AFTER.COB.TS.CHECK,POST.LOCAL.23.MB4.B.SAP.FILES.OUT.FILE
POST.LOCAL.23.MB4.B.SAP.FILES.OUT.FILE,FL.POST.LOCAL.23.MB4.B.SAP.FILES.OUT.FILE.CHECK
POST.LOCAL.24.STATEMENTS.TXT.FILES.COMPANIES,END_ST.T24.POST.COB
FL.POST.LOCAL.17.MB4.B.UPDATE.WARNING.CUSTOMER.CHECK,POST.LOCAL.24.STATEMENTS.TXT.FILES.COMPANIES
POST.LOCAL.25.CREATE.MONEY.LAUNDERING.REPORT,END_ST.T24.POST.COB
FL.POST.LOCAL.17.MB4.B.UPDATE.WARNING.CUSTOMER.CHECK,POST.LOCAL.25.CREATE.MONEY.LAUNDERING.REPORT
POST.LOCAL.26.NOSTRO.STATEMENT,POST.LOCAL.31.FC.STATEMENTS.CORPORATE
POST.LOCAL.36.REPORTS.NBRM,POST.LOCAL.26.NOSTRO.STATEMENT
FL.POST.LOCAL.22.SC.CORPORATE.ACTIONS.CHECK,POST.LOCAL.26.NOSTRO.STATEMENT
POST.LOCAL.27.RECON.FILE.SAP,POST.LOCAL.41.EXPORT.SQL.REPORTING.DATABASE
FL.POST.LOCAL.20.MB4.B.PD.TUZ.NEW.CHECK,POST.LOCAL.27.RECON.FILE.SAP
POST.LOCAL.28.TRANSACTIONS.MANTAS,POST.LOCAL.29.MB4.B.UC4.ACCLC.CHANGE.LWORKDAY
FL.POST.LOCAL.20.MB4.B.PD.TUZ.NEW.CHECK,POST.LOCAL.28.TRANSACTIONS.MANTAS
POST.LOCAL.29.MB4.B.UC4.ACCLC.CHANGE.LWORKDAY,FL.POST.LOCAL.29.MB4.B.UC4.ACCLC.CHANGE.LWORKDAY.CHECK
FL.POST.LOCAL.3.EBS.UC4.CURRENCY.2.CHECK,POST.LOCAL.3.1.OFS.MESSAGE.SERVICE
POST.LOCAL.3.1.OFS.MESSAGE.SERVICE,FL.POST.LOCAL.3.1.OFS.MESSAGE.SERVICE.CHECK
FL.POST.LOCAL.3.EBS.UC4.CURRENCY.2.CHECK,POST.LOCAL.3.2.OFS.RESPONSE.QUEUE
POST.LOCAL.3.2.OFS.RESPONSE.QUEUE,FL.POST.LOCAL.3.2.OFS.RESPONSE.QUEUE.CHECK
FL.POST.LOCAL.3.2.OFS.RESPONSE.QUEUE.CHECK,POST.LOCAL.3.3.MB4.SAP.LCC.STB.MT.TS
FL.POST.LOCAL.3.1.OFS.MESSAGE.SERVICE.CHECK,POST.LOCAL.3.3.MB4.SAP.LCC.STB.MT.TS
POST.LOCAL.3.3.MB4.SAP.LCC.STB.MT.TS,FL.POST.LOCAL.3.3.MB4.SAP.LCC.STB.MT.TS.CHECK
POST.LOCAL.3.T24.EBS.UC4.CURRENCY.2,FL.POST.LOCAL.3.EBS.UC4.CURRENCY.2.CHECK
FL.POST.LOCAL.29.MB4.B.UC4.ACCLC.CHANGE.LWORKDAY.CHECK,POST.LOCAL.30.TURNOVER.CLEARING
POST.LOCAL.31.FC.STATEMENTS.CORPORATE,POST.LOCAL.32.1.MB4.B.CORP.LD.PD.ACC.APPL.MAINT
POST.LOCAL.31.FC.STATEMENTS.CORPORATE,POST.LOCAL.33.CREATE.FILE.FOREIGN.EXCHANGE.REPORTS
POST.LOCAL.31.FC.STATEMENTS.CORPORATE,POST.LOCAL.32.1.MB4.B.CORP.LD.PD.ACC.APPL.MAINT.START
POST.LOCAL.32.1.MB4.B.CORP.LD.PD.ACC.APPL.MAINT.START,FL.POST.LOCAL.32.1.MB4.B.CORP.LD.PD.ACC.APPL.MAINT.CHECK
FL.POST.LOCAL.18.MB4.SAP.SEL.AFTER.COB.TS.CHECK,POST.LOCAL.32.2.MB6.B.PD.CREATE.MD.CHRG
POST.LOCAL.32.2.MB6.B.PD.CREATE.MD.CHRG,FL.POST.LOCAL.32.2.MB6.B.PD.CREATE.MD.CHRG.CHECK
POST.LOCAL.32.FC.STATEMENTS.BANKS,END_ST.T24.POST.COB
FL.POST.LOCAL.17.MB4.B.UPDATE.WARNING.CUSTOMER.CHECK,POST.LOCAL.32.FC.STATEMENTS.BANKS
POST.LOCAL.33.CREATE.FILE.FOREIGN.EXCHANGE.REPORTS,POST.LOCAL.35.CREATE.FILE.REPORTS.LOAN.CASH.NAT.REPORTS
POST.LOCAL.34.UPDATING.TABLES.ACCOUNTING.REPORTS,POST.LOCAL.36.REPORTS.NBRM
FL.POST.LOCAL.23.MB4.B.SAP.FILES.OUT.FILE.CHECK,POST.LOCAL.34.UPDATING.TABLES.ACCOUNTING.REPORTS
POST.LOCAL.35.CREATE.FILE.REPORTS.LOAN.CASH.NAT.REPORTS,POST.LOCAL.38.CREATE.DAILY.FILE.NON.PERF.ACC
POST.LOCAL.38.CREATE.DAILY.FILE.NON.PERF.ACC,POST.LOCAL.41.EXPORT.SQL.REPORTING.DATABASE
POST.LOCAL.4.FOREIGN.EXCHANGE.FILES.SAP,POST.LOCAL.5.T24.PERIODIC.INTEREST.1
FL.POST.LOCAL.3.3.MB4.SAP.LCC.STB.MT.TS.CHECK,POST.LOCAL.4.FOREIGN.EXCHANGE.FILES.SAP
FL.POST.LOCAL.23.MB4.B.SAP.FILES.OUT.FILE.CHECK,POST.LOCAL.40.CREATE.REPORT.LD.RESIDUAL.MATURITY
FL.POST.LOCAL.22.SC.CORPORATE.ACTIONS.CHECK,POST.LOCAL.40.CREATE.REPORT.LD.RESIDUAL.MATURITY
FL.POST.LOCAL.23.MB4.B.SAP.FILES.OUT.FILE.CHECK,POST.LOCAL.42.CREATE.MISMATCH.REPORT
POST.LOCAL.42.CREATE.MISMATCH.REPORT,FL.POST.LOCAL.42.MISMATCH.REPORT.CHECK+2
FL.POST.LOCAL.23.MB4.B.SAP.FILES.OUT.FILE.CHECK,POST.LOCAL.43.1.STB.DAILY.REPORTS
POST.LOCAL.43.1.STB.DAILY.REPORTS,FL.POST.LOCAL.43.1.STB.DAILY.REPORTS.CHECK
POST.LOCAL.45.PREPARE.USER.CHANGES,POST.LOCAL.46.AUTHRIZE.CHANGES.USER
FL.POST.LOCAL.17.MB4.B.UPDATE.WARNING.CUSTOMER.CHECK,POST.LOCAL.45.PREPARE.USER.CHANGES
POST.LOCAL.46.AUTHRIZE.CHANGES.USER,FL.POST.LOCAL.46.AUTHRIZE.CHANGES.USER.CHECK
FL.POST.LOCAL.46.AUTHRIZE.CHANGES.USER.CHECK,POST.LOCAL.47.AUTHRIZE.CHANGES.TELLER.ID
POST.LOCAL.47.AUTHRIZE.CHANGES.TELLER.ID,FL.POST.LOCAL.47.AUTHRIZE.CHANGES.TELLER.ID.CHECK
FL.POST.LOCAL.17.MB4.B.UPDATE.WARNING.CUSTOMER.CHECK,POST.LOCAL.48.1.MB7.B.UPDATE.FAILED.LOAN.CARD
POST.LOCAL.48.1.MB7.B.UPDATE.FAILED.LOAN.CARD,FL.POST.LOCAL.48.1.MB7.B.UPDATE.FAILED.LOAN.CARD.CHECK
FL.POST.LOCAL.17.MB4.B.UPDATE.WARNING.CUSTOMER.CHECK,POST.LOCAL.48.2.MB7.B.CARD.APPL.KONKAT.UPD
POST.LOCAL.48.2.MB7.B.CARD.APPL.KONKAT.UPD,FL.POST.LOCAL.487.2.MB7.B.CARD.APPL.KONKAT.UPD.CHECK
FL.POST.LOCAL.17.MB4.B.UPDATE.WARNING.CUSTOMER.CHECK,POST.LOCAL.48.3.MB7.B.STB.FULL.REP.UPD
POST.LOCAL.48.3.MB7.B.STB.FULL.REP.UPD,FL.POST.LOCAL.48.3.MB7.B.STB.FULL.REP.UPD.CHECK
POST.LOCAL.48.4.NR.HISTORY.TRANSFER,END_ST.T24.POST.COB
FL.POST.LOCAL.17.MB4.B.UPDATE.WARNING.CUSTOMER.CHECK,POST.LOCAL.48.4.NR.HISTORY.TRANSFER
FL.POST.LOCAL.47.AUTHRIZE.CHANGES.TELLER.ID.CHECK,POST.LOCAL.48.AUTHORIZE.CHANGESS.ACCOUNT
POST.LOCAL.48.AUTHORIZE.CHANGESS.ACCOUNT,FL.POST.LOCAL.48.AUTHORIZE.CHANGESS.ACCOUNT.CHECK
POST.LOCAL.5.T24.PERIODIC.INTEREST.1,FL.POST.LOCAL.5.EBS.UC4.PERIODIC.INTEREST.1.CHECK
FL.POST.LOCAL.5.EBS.UC4.PERIODIC.INTEREST.1.CHECK,POST.LOCAL.6.T24.EBS.UC4.FORWARD.RATES.1
POST.LOCAL.6.T24.EBS.UC4.FORWARD.RATES.1,FL.POST.LOCAL.6.EBS.UC4.FORWARD.RATES.1.CHECK
FL.POST.LOCAL.6.EBS.UC4.FORWARD.RATES.1.CHECK,POST.LOCAL.7.T24.EBS.UC4.BASIC.INTEREST.2
POST.LOCAL.7.T24.EBS.UC4.BASIC.INTEREST.2,FL.POST.LOCAL.7.EBS.UC4.BASIC.INTEREST.2.CHECK
FL.POST.LOCAL.7.EBS.UC4.BASIC.INTEREST.2.CHECK,POST.LOCAL.8.EBS.UC4.STB.LOAN.SPREAD.PARAM
POST.LOCAL.8.EBS.UC4.STB.LOAN.SPREAD.PARAM,FL.POST.LOCAL.8.EBS.UC4.STB.LOAN.SPREAD.PARAM.CHECK
FL.POST.LOCAL.8.EBS.UC4.STB.LOAN.SPREAD.PARAM.CHECK,POST.LOCAL.9.CHANGE.OF.INTEREST.PARAMETERS.INAU
ST.T24.START.TSM.CHECK,POST.LOCAL.48.5.MB7.B.RETAIL.ACCT.FEE
ST.T24.START.TSM.CHECK,POST.LOCAL.48.6.MB7.B.SB.ID.UPD
ST.T24.START.TSM.CHECK,POST.LOCAL.48.7.MB7.B.COLL.RECINSTR.UPDATE
POST.LOCAL.18.1.MB7.B.CUS.LOP.UPDATE,FL.POST.LOCAL.18.1.MB7.B.CUS.LOP.UPDATE
FL.POST.LOCAL.17.MB4.B.UPDATE.WARNING.CUSTOMER.CHECK,POST.LOCAL.18.1.MB7.B.CUS.LOP.UPDATE
POST.LOCAL.48.5.MB7.B.RETAIL.ACCT.FEE,FL.POST.LOCAL.48.5.MB7.B.RETAIL.ACCT.FEE.CHECK
POST.LOCAL.48.6.MB7.B.SB.ID.UPD,FL.POST.LOCAL.48.6.MB7.B.SB.ID.UPD.CHECK
POST.LOCAL.48.7.MB7.B.COLL.RECINSTR.UPDATE,FL.POST.LOCAL.48.7.MB7.B.COLL.RECINSTR.UPDATE.CHECK
FL.AIX.TSA.CHECK+1,FL.TSA.SERVICE.TSA.STATUS.CHECK.STOP+1
FL.POST.LOCAL.42.MISMATCH.REPORT.CHECK+2,T24.STOBAN.GET.COB.TIME
POST.8.JOBS.UNLOCK.SERVER,POST.8.1.ALLOW.WEB.ACCESS.AIX
POST.8.1.ALLOW.WEB.ACCESS.AIX,POST.8.1.ALLOW.WEB.ACCESS.CHECK.AIX
POST.8.1.ALLOW.WEB.ACCESS.CHECK.AIX,POST.8.2.START.JBOSS
POST.8.2.START.JBOSS,T24.STOBAN.GET.COB.TIME
POST.8.2.START.JBOSS,POST.9.CHECK.EB.EOD.ERROR.TABLE
POST.LOCAL.54.DE.PRINT.AUTO,POST.LOCAL.54.AC.HVT.MERGE.SERVICE.AUTO
POST.LOCAL.54.AC.HVT.MERGE.SERVICE.AUTO,POST.LOCAL.54.AC.STMT.DELIVERY.SERVICE.START
POST.LOCAL.54.AC.STMT.DELIVERY.SERVICE.START,POST.LOCAL.54.MB2.TSA.ONTIME.AUTO
POST.LOCAL.54.MB7.B.START.SLOW.ENQS.SERVICES.START,POST.LOCAL.54.DE.PRINT.AUTO
POST.LOCAL.54.MB2.TSA.ONTIME.AUTO,POST.LOCAL.54.MB7.B.ALLAINCE.OUT.AUTO
POST.LOCAL.54.OFS.RESPONSE.QUEUE.AUTO,POST.LOCAL.54.MB7.B.ACCT.STMT.MVMT.AUTO
POST.LOCAL.54.MB7.B.ACCT.STMT.MVMT.AUTO,POST.LOCAL.54.MB7.B.PAF.FT.CHARGE.AUTO
POST.LOCAL.54.MB7.B.ALLAINCE.OUT.AUTO,POST.LOCAL.54.MB7.B.PREV.SALARY.PROCESS.AUTO
POST.LOCAL.54.MB7.B.PAF.FT.CHARGE.AUTO,POST.LOCAL.54.MB7.B.SALARY.PROCESS.AUTO
POST.LOCAL.54.MB7.B.PREV.SALARY.PROCESS.AUTO,POST.LOCAL.54.OFS.RESPONSE.QUEUE.AUTO
POST.LOCAL.54.MB7.B.SALARY.PROCESS.AUTO,POST.LOCAL.54.NR.PROCESS.MESSAGES.AUTO
POST.LOCAL.54.STB.OFS.RESPONSE.AUTO,POST.LOCAL.54.MB7.B.START.SLOW.ENQS.SERVICES.START
POST.LOCAL.54.PRINT.OUT.AUTO,POST.LOCAL.54.NBG.S.ALLIANCE.AUTO
POST.LOCAL.54.NBG.S.ALLIANCE.AUTO,POST.LOCAL.54.SWIFT.IN.AUTO
POST.LOCAL.54.NR.PROCESS.MESSAGES.AUTO,POST.LOCAL.54.MB7.B.CR.CARD.APS.PROCESS.AUTO
POST.LOCAL.54.SWIFT.IN.AUTO,POST.LOCAL.54.OFS.MESSAGE.SERVICE.AUTO
POST.LOCAL.54.OFS.MESSAGE.SERVICE.AUTO,POST.LOCAL.54.STB.OFS.RESPONSE.AUTO
POST.LOCAL.54.SWIFT.OUT.AUTO,POST.LOCAL.54.PRINT.OUT.AUTO
FL.POST.LOCAL.53.CHECK.TRANSFER.OF.DEBIT.FILES.FROM.VISA,POST.LOCAL.54.SWIFT.OUT.AUTO
POST.LOCAL.55.2.MB7.B.ACCT.SEND.NOTIF.UPD.START,POST.LOCAL.55.3.MB7.B.STO.FT.PROCESS.START
POST.LOCAL.55.3.MB7.B.STO.FT.PROCESS.START,FL.POST.LOCAL.55.3.MB7.B.STO.FT.PROCESS.CHECK
POST.8.JOBS.UNLOCK.SERVER,P.JU.ST.T24.POST.8.1.ALLOW.WEB.ACCESS.AIX
POST.9.CHECK.EB.EOD.ERROR.TABLE,FL.POST.LOCAL.49.1.WHO.START.TSM
POST.9.CHECK.EB.EOD.ERROR.TABLE,POST.LOCAL.49.INTERNET.BANKING.START
FL.POST.LOCAL.49.1.WHO.START.TSM,POST.LOCAL.50.START.RTGS.IN.AUTO
POST.LOCAL.50.START.RTGS.IN.AUTO,POST.LOCAL.51.START.RTGS.OUT.AUTO
POST.LOCAL.51.1.MB7.B.CUS.BEHAVIOUR.UPD.START,POST.LOCAL.52.START.TELEMARKETING.PHANTOM
POST.LOCAL.51.START.RTGS.OUT.AUTO,POST.LOCAL.51.1.MB7.B.CUS.BEHAVIOUR.UPD.START
POST.LOCAL.52.START.TELEMARKETING.PHANTOM,POST.LOCAL.52.START.SALARY.PHANTOM
POST.LOCAL.52.START.SALARY.PHANTOM,FL.POST.LOCAL.53.CHECK.TRANSFER.OF.CREDIT.FILES.FROM.VISA
SCRI.1.HOUR.DELAY,POST.LOCAL.55.1.MB4.B.ADVICE.SENT.START
FL.POST.LOCAL.53.CHECK.TRANSFER.OF.DEBIT.FILES.FROM.VISA,POST.LOCAL.55.2.MB7.B.ACCT.SEND.NOTIF.UPD.START
FL.POST.LOCAL.55.3.MB7.B.STO.FT.PROCESS.CHECK,POST.LOCAL.55.4.MB7.B.UNPROCESSED.STO.FIXED.START
POST.LOCAL.55.4.MB7.B.UNPROCESSED.STO.FIXED.START,FL.POST.LOCAL.55.4.MB7.B.UNPROCESSED.STO.FIXED.CHECK
FL.POST.LOCAL.55.4.MB7.B.UNPROCESSED.STO.FIXED.CHECK,POST.LOCAL.55.5.NR.AUTOMATCH.START
POST.LOCAL.55.5.NR.AUTOMATCH.START,FL.POST.LOCAL.55.5.NR.AUTOMATCH.CHECK
FL.POST.LOCAL.55.5.NR.AUTOMATCH.CHECK,POST.LOCAL.55.6.MB7.B.MATCHED.NR.ITEMS.START
POST.LOCAL.55.6.MB7.B.MATCHED.NR.ITEMS.START,FL.POST.LOCAL.55.6.MB7.B.MATCHED.NR.ITEMS.CHECK
POST.LOCAL.55.MB4.B.LOAD.STB.VISA.TXNS.START,FL.POST.LOCAL.55.MB4.B.LOAD.STB.VISA.TXNS.CHECK
FL.POST.LOCAL.53.CHECK.TRANSFER.OF.DEBIT.FILES.FROM.VISA,POST.LOCAL.55.MB4.B.LOAD.STB.VISA.TXNS.START
POST.LOCAL.56.PREROCI,POST.LOCAL.57.AVTORIZACIJA
FL.POST.LOCAL.53.CHECK.TRANSFER.OF.DEBIT.FILES.FROM.VISA,POST.LOCAL.56.PREROCI
FL.POST.LOCAL.55.MB4.B.LOAD.STB.VISA.TXNS.CHECK,POST.LOCAL.58.CHECK.UPDATE.OF.POS.STMTS.FOR.DEBIT.VISLOG2
POST.LOCAL.58.CHECK.UPDATE.OF.POS.STMTS.FOR.DEBIT.VISLOG2,POST.LOCAL.58.CHECK.UPDATE.OF.POS.STMTS.FOR.DEBIT.VISCRLOG2
POST.LOCAL.54.MB7.B.APS.OVERDRAFTS.AUTO,SCRI.1.HOUR.DELAY
T24.STOBAN.GET.COB.TIME,P.NE.ST.T24.COB.COMPLETION.REPORT
POST.LOCAL.49.INTERNET.BANKING.START,POST.LOCAL.49.CHECK.INTERNET.BANKING.STATUS
POST.LOCAL.55.7.MB7.B.FT.LOP.UPDATE.START,FL.POST.LOCAL.55.7.MB7.B.FT.LOP.UPDATE.CHECK
FL.POST.LOCAL.55.MB4.B.LOAD.STB.VISA.TXNS.CHECK,POST.LOCAL.55.7.MB7.B.FT.LOP.UPDATE.START
POST.LOCAL.54.MB7.B.CR.CARD.APS.PROCESS.AUTO,POST.LOCAL.54.MB7.B.CR.CARD.APS.VERIFY.AUTO
POST.LOCAL.54.MB7.B.CR.CARD.APS.VERIFY.AUTO,POST.LOCAL.54.MB7.B.RET.LOAN.APS.PROCESS.AUTO
POST.LOCAL.54.MB7.B.RET.LOAN.APS.PROCESS.AUTO,POST.LOCAL.54.MB7.B.RET.LOAN.APS.VERIFY.AUTO
POST.LOCAL.54.MB7.B.RET.LOAN.APS.VERIFY.AUTO,POST.LOCAL.54.MB7.B.APS.OVERDRAFTS.AUTO
FL.POST.LOCAL.53.CHECK.TRANSFER.OF.CREDIT.FILES.FROM.VISA,FL.POST.LOCAL.53.CHECK.TRANSFER.OF.DEBIT.FILES.FROM.VISA
COB.1.JOBS.START.TSM,COB.1.JOBS.MANUAL.START.TSM
COB.1.JOBS.MANUAL.START.TSM,START.TSM.CHECK
PRE.9.T24.NBG.M.CLEAR.FILES,COB.1.JOBS.START.TSM
START.TSM.CHECK,COB.2.STOBAN.COB
P.JU.PRE.LOCAL.14.1.NBG.B.ANA.SECURITIES.BACKUP,P.FT.ST.NBG.B.ANA.SECURITIES.FILES
P.FT.ST.NBG.B.ANA.SECURITIES.FILES,PRE.LOCAL.16.T24.REPORT.NUMBER.USERS
FL.PRE.LOCAL.1.NBG.B.ANA.SECURITIES.CHECK,P.JU.PRE.LOCAL.14.1.NBG.B.ANA.SECURITIES.BACKUP
PRE.3.LOCK.SERVER,PRE.4.1.STOP.JBOSS
PRE.4.1.STOP.JBOSS,PRE.4.2.FORBID.WEB.ACCESS
PRE.4.2.FORBID.WEB.ACCESS,PRE.4.2.FORBID.WEB.ACCESS.CHECK
PRE.4.2.FORBID.WEB.ACCESS.CHECK,PRE.4.JOBS.SHOW.ITEM.LOCKS
PRE.LOCAL.9.T24.STATUS.START.LOAN.PROCESSING,P.JU.ST.T24.PRE.LOCAL.10.T24.VISA.BALANCES.START
P.JU.ST.T24.PRE.LOCAL.10.T24.VISA.BALANCES.START,FL.P.JU.ST.T24.PRE.LOCAL.10.T24.VISA.BALANCES.CHECK
FL.PRE.LOCAL.11.CHECK.OF.TRANSFER.OF.VISA.BALANCES,P.JU.ST.T24.PRE.LOCAL.12.T24.VISA.CREDIT.PAYMENTS.START
P.JU.ST.T24.PRE.LOCAL.12.T24.VISA.CREDIT.PAYMENTS.START,FL.P.JU.ST.T24.PRE.LOCAL.12.T24.VISA.CREDIT.PAYMENTS.CHECK
FL.PRE.LOCAL.7.START.PHANTOM.SALARY.CHECK.PS,P.JU.ST.T24.PRE.LOCAL.8.AC.HVT.MERGE.SERVICE.STOP
P.JU.ST.T24.PRE.LOCAL.8.AC.HVT.MERGE.SERVICE.STOP,P.JU.ST.T24.PRE.LOCAL.8.AC.HVT.MERGE.SERVICE.STOP.CHECK
P.JU.ST.T24.PRE.LOCAL.8.AC.HVT.MERGE.SERVICE.STOP.CHECK,P.JU.ST.T24.PRE.LOCAL.8.DE.PRINT.STOP
P.JU.ST.T24.PRE.LOCAL.8.DE.PRINT.STOP,P.JU.ST.T24.PRE.LOCAL.8.DE.PRINT.STOP.CHECK
P.JU.ST.T24.PRE.LOCAL.8.DE.PRINT.STOP.CHECK,P.JU.ST.T24.PRE.LOCAL.8.MB7.B.RUN.ENQUIRIES.HIGH.1.STOP
P.JU.ST.T24.PRE.LOCAL.8.NBG.S.ALLIANCE.IN.STOP.CHECK,P.JU.ST.T24.PRE.LOCAL.8.MB2.TSA.ONTIME.STOP
P.JU.ST.T24.PRE.LOCAL.8.MB2.TSA.ONTIME.STOP,P.JU.ST.T24.PRE.LOCAL.8.MB2.TSA.ONTIME.STOP.CHECK
P.JU.ST.T24.PRE.LOCAL.8.MB2.TSA.ONTIME.STOP.CHECK,P.JU.ST.T24.PRE.LOCAL.8.MB7.B.ALLAINCE.OUT.STOP
P.JU.ST.T24.PRE.LOCAL.8.OFS.RESPONSE.QUEUE.CHECK,P.JU.ST.T24.PRE.LOCAL.8.MB7.B.ACCT.STMT.MVMT.STOP
P.JU.ST.T24.PRE.LOCAL.8.MB7.B.ACCT.STMT.MVMT.STOP,P.JU.ST.T24.PRE.LOCAL.8.MB7.B.ACCT.STMT.MVMT.STOP.CHECK
P.JU.ST.T24.PRE.LOCAL.8.MB7.B.ACCT.STMT.MVMT.STOP.CHECK,P.JU.ST.T24.PRE.LOCAL.8.MB7.B.PAF.FT.CHARGE.STOP
P.JU.ST.T24.PRE.LOCAL.8.MB7.B.ALLAINCE.OUT.STOP,P.JU.ST.T24.PRE.LOCAL.8.MB7.B.ALLAINCE.OUT.CHECK
P.JU.ST.T24.PRE.LOCAL.8.MB7.B.ALLAINCE.OUT.CHECK,P.JU.ST.T24.PRE.LOCAL.8.MB7.B.PREV.SALARY.PROCESS.STOP
P.JU.ST.T24.PRE.LOCAL.8.MB7.B.PAF.FT.CHARGE.STOP,P.JU.ST.T24.PRE.LOCAL.8.MB7.B.PAF.FT.CHARGE.CHECK
P.JU.ST.T24.PRE.LOCAL.8.MB7.B.PAF.FT.CHARGE.CHECK,P.JU.ST.T24.PRE.LOCAL.8.NR.PROCESS.MESSAGES.STOP
P.JU.ST.T24.PRE.LOCAL.8.MB7.B.PREV.SALARY.PROCESS.STOP,P.JU.ST.T24.PRE.LOCAL.8.MB7.B.PREV.SALARY.PROCESS.STOP.CHECK
P.JU.ST.T24.PRE.LOCAL.8.MB7.B.PREV.SALARY.PROCESS.STOP.CHECK,P.JU.ST.T24.PRE.LOCAL.8.OFS.RESPONSE.QUEUE.STOP
P.JU.ST.T24.PRE.LOCAL.8.MB7.B.RUN.ENQUIRIES.HIGH.1.STOP,P.JU.ST.T24.PRE.LOCAL.8.MB7.B.RUN.ENQUIRIES.HIGH.1.STOP.CHECK
P.JU.ST.T24.PRE.LOCAL.8.MB7.B.RUN.ENQUIRIES.HIGH.1.STOP,P.JU.ST.T24.PRE.LOCAL.8.MB7.B.RUN.ENQUIRIES.HIGH.1.STOP.CHECK-524
P.JU.ST.T24.PRE.LOCAL.8.MB7.B.RUN.ENQUIRIES.HIGH.1.STOP.CHECK,P.JU.ST.T24.PRE.LOCAL.8.MB7.B.RUN.ENQUIRIES.HIGH.2.STOP
P.JU.ST.T24.PRE.LOCAL.8.MB7.B.RUN.ENQUIRIES.HIGH.2.STOP,P.JU.ST.T24.PRE.LOCAL.8.MB7.B.RUN.ENQUIRIES.HIGH.2.STOP.CHECK
P.JU.ST.T24.PRE.LOCAL.8.MB7.B.RUN.ENQUIRIES.HIGH.2.STOP.CHECK,P.JU.ST.T24.PRE.LOCAL.8.MB7.B.RUN.ENQUIRIES.LOW.1.STOP
P.JU.ST.T24.PRE.LOCAL.8.MB7.B.RUN.ENQUIRIES.LOW.1.STOP,P.JU.ST.T24.PRE.LOCAL.8.MB7.B.RUN.ENQUIRIES.LOW.1.STOP.CHECK
P.JU.ST.T24.PRE.LOCAL.8.MB7.B.RUN.ENQUIRIES.LOW.1.STOP.CHECK,P.JU.ST.T24.PRE.LOCAL.8.MB7.B.RUN.ENQUIRIES.LOW.2.STOP
